,Market Dataset,ecoinvent location,Market group location,Peak power (kWp),Installation,Technology,Placement,Build,Placement2
2028,"market for electricity, low voltage",SG,SEAS, 3, slanted-roof , multi-Si, laminated, integrated, on roof
2029,"market for electricity, low voltage",SG,SEAS, 3, slanted-roof , multi-Si, panel, mounted, on roof
2030,"market for electricity, low voltage",SG,SEAS, 3, slanted-roof , single-Si, laminated, integrated, on roof
2031,"market for electricity, low voltage",SG,SEAS, 3, slanted-roof , single-Si, panel, mounted, on roof
2032,"market for electricity, low voltage",CN-CCG,CHN, 3 , slanted-roof , CIS, laminated, integrated, on roof
2033,"market for electricity, low voltage",CN-CCG,CHN, 3 , slanted-roof , CdTe, panel, mounted, on roof
2034,"market for electricity, low voltage",CN-CCG,CHN, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
2035,"market for electricity, low voltage",CN-CCG,CHN, 3 , slanted-roof , micro-Si, panel, mounted, on roof
2036,"market for electricity, low voltage",CN-CCG,CHN, 3, facade , multi-Si, laminated, integrated, at building
2037,"market for electricity, low voltage",CN-CCG,CHN, 3, facade , multi-Si, panel, mounted, at building
2038,"market for electricity, low voltage",CN-CCG,CHN, 3, facade , single-Si, laminated, integrated, at building
2039,"market for electricity, low voltage",CN-CCG,CHN, 3, facade , single-Si, panel, mounted, at building
2040,"market for electricity, low voltage",CN-CCG,CHN, 3, flat-roof , multi-Si, on roof,,
2041,"market for electricity, low voltage",CN-CCG,CHN, 3, flat-roof , single-Si, on roof,,
2042,"market for electricity, low voltage",CN-CCG,CHN, 3, slanted-roof , CIS, panel, mounted, on roof
2043,"market for electricity, low voltage",CN-CCG,CHN, 3, slanted-roof , CdTe, laminated, integrated, on roof
2044,"market for electricity, low voltage",CN-CCG,CHN, 3, slanted-roof , multi-Si, laminated, integrated, on roof
2045,"market for electricity, low voltage",CN-CCG,CHN, 3, slanted-roof , multi-Si, panel, mounted, on roof
2046,"market for electricity, low voltage",CN-CCG,CHN, 3, slanted-roof , single-Si, laminated, integrated, on roof
2047,"market for electricity, low voltage",CN-CCG,CHN, 3, slanted-roof , single-Si, panel, mounted, on roof
2048,"market for electricity, high voltage",MK,CEU, 156 , flat-roof , multi-Si, on roof,,
2049,"market for electricity, high voltage",MK,CEU, 156 , flat-roof , single-Si, on roof,,
2050,"market for electricity, high voltage",MK,CEU, 570 , open ground , CIS, on open ground,,
2051,"market for electricity, high voltage",MK,CEU, 570 , open ground , CdTe, on open ground,,
2052,"market for electricity, high voltage",MK,CEU, 570 , open ground , micro-Si, on open ground,,
2053,"market for electricity, high voltage",MK,CEU, 570 , open ground , multi-Si, on open ground,,
2054,"market for electricity, high voltage",MK,CEU, 570 , open ground , single-Si, on open ground,,
2055,"market for electricity, high voltage",MK,CEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
2056,"market for electricity, high voltage",MK,CEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
2057,"market for electricity, high voltage",MK,CEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
2058,"market for electricity, high voltage",MK,CEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
2059,"market for electricity, high voltage",MK,CEU, 156 , flat-roof , multi-Si, on roof,,
2060,"market for electricity, high voltage",MK,CEU, 156 , flat-roof , single-Si, on roof,,
2061,"market for electricity, high voltage",MK,CEU, 570 , open ground , CIS, on open ground,,
2062,"market for electricity, high voltage",MK,CEU, 570 , open ground , CdTe, on open ground,,
2063,"market for electricity, high voltage",MK,CEU, 570 , open ground , micro-Si, on open ground,,
2064,"market for electricity, high voltage",MK,CEU, 570 , open ground , multi-Si, on open ground,,
2065,"market for electricity, high voltage",MK,CEU, 570 , open ground , single-Si, on open ground,,
2066,"market for electricity, high voltage",MK,CEU, 93 , slanted-roof , multi-Si, laminated, integrated, on roof
2067,"market for electricity, high voltage",MK,CEU, 93 , slanted-roof , multi-Si, panel, mounted, on roof
2068,"market for electricity, high voltage",MK,CEU, 93 , slanted-roof , single-Si, laminated, integrated, on roof
2069,"market for electricity, high voltage",MK,CEU, 93 , slanted-roof , single-Si, panel, mounted, on roof
2070,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
2071,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
2072,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
2073,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
2074,"market for electricity, low voltage",GR,WEU, 3, facade , multi-Si, laminated, integrated, at building
2075,"market for electricity, low voltage",GR,WEU, 3, facade , multi-Si, panel, mounted, at building
2076,"market for electricity, low voltage",GR,WEU, 3, facade , single-Si, laminated, integrated, at building
2077,"market for electricity, low voltage",GR,WEU, 3, facade , single-Si, panel, mounted, at building
2078,"market for electricity, low voltage",GR,WEU, 3, flat-roof , multi-Si, on roof,,
2079,"market for electricity, low voltage",GR,WEU, 3, flat-roof , single-Si, on roof,,
2080,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
2081,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
2082,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
2083,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
2084,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
2085,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
2086,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
2087,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
2088,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
2089,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
2090,"market for electricity, low voltage",GR,WEU, 3, facade , multi-Si, laminated, integrated, at building
2091,"market for electricity, low voltage",GR,WEU, 3, facade , multi-Si, panel, mounted, at building
2092,"market for electricity, low voltage",GR,WEU, 3, facade , single-Si, laminated, integrated, at building
2093,"market for electricity, low voltage",GR,WEU, 3, facade , single-Si, panel, mounted, at building
2094,"market for electricity, low voltage",GR,WEU, 3, flat-roof , multi-Si, on roof,,
2095,"market for electricity, low voltage",GR,WEU, 3, flat-roof , single-Si, on roof,,
2096,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
2097,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
2098,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
2099,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
2100,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
2101,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
2102,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
2103,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
2104,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
2105,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
2106,"market for electricity, low voltage",GR,WEU, 3, facade , multi-Si, laminated, integrated, at building
2107,"market for electricity, low voltage",GR,WEU, 3, facade , multi-Si, panel, mounted, at building
2108,"market for electricity, low voltage",GR,WEU, 3, facade , single-Si, laminated, integrated, at building
2109,"market for electricity, low voltage",GR,WEU, 3, facade , single-Si, panel, mounted, at building
2110,"market for electricity, low voltage",GR,WEU, 3, flat-roof , multi-Si, on roof,,
2111,"market for electricity, low voltage",GR,WEU, 3, flat-roof , single-Si, on roof,,
2112,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
2113,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
2114,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
2115,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
2116,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
2117,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
2118,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
2119,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
2120,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
2121,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
2122,"market for electricity, low voltage",GR,WEU, 3, facade , multi-Si, laminated, integrated, at building
2123,"market for electricity, low voltage",GR,WEU, 3, facade , multi-Si, panel, mounted, at building
2124,"market for electricity, low voltage",GR,WEU, 3, facade , single-Si, laminated, integrated, at building
2125,"market for electricity, low voltage",GR,WEU, 3, facade , single-Si, panel, mounted, at building
2126,"market for electricity, low voltage",GR,WEU, 3, flat-roof , multi-Si, on roof,,
2127,"market for electricity, low voltage",GR,WEU, 3, flat-roof , single-Si, on roof,,
2128,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
2129,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
2130,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
2131,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
2132,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
2133,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
2134,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
2135,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
2136,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
2137,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
2138,"market for electricity, low voltage",GR,WEU, 3, facade , multi-Si, laminated, integrated, at building
2139,"market for electricity, low voltage",GR,WEU, 3, facade , multi-Si, panel, mounted, at building
2140,"market for electricity, low voltage",GR,WEU, 3, facade , single-Si, laminated, integrated, at building
2141,"market for electricity, low voltage",GR,WEU, 3, facade , single-Si, panel, mounted, at building
2142,"market for electricity, low voltage",GR,WEU, 3, flat-roof , multi-Si, on roof,,
2143,"market for electricity, low voltage",GR,WEU, 3, flat-roof , single-Si, on roof,,
2144,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
2145,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
2146,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
2147,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
2148,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
2149,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
2150,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
2151,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
2152,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
2153,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
2154,"market for electricity, low voltage",GR,WEU, 3, facade , multi-Si, laminated, integrated, at building
2155,"market for electricity, low voltage",GR,WEU, 3, facade , multi-Si, panel, mounted, at building
2156,"market for electricity, low voltage",GR,WEU, 3, facade , single-Si, laminated, integrated, at building
2157,"market for electricity, low voltage",GR,WEU, 3, facade , single-Si, panel, mounted, at building
2158,"market for electricity, low voltage",GR,WEU, 3, flat-roof , multi-Si, on roof,,
2159,"market for electricity, low voltage",GR,WEU, 3, flat-roof , single-Si, on roof,,
2160,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , CIS, panel, mounted, on roof
2161,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , CdTe, laminated, integrated, on roof
2162,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , multi-Si, laminated, integrated, on roof
2163,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , multi-Si, panel, mounted, on roof
2164,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , single-Si, laminated, integrated, on roof
2165,"market for electricity, low voltage",GR,WEU, 3, slanted-roof , single-Si, panel, mounted, on roof
2166,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , CIS, laminated, integrated, on roof
2167,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , CdTe, panel, mounted, on roof
2168,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , micro-Si, laminated, integrated, on roof
2169,"market for electricity, low voltage",GR,WEU, 3 , slanted-roof , micro-Si, panel, mounted, on roof
2170,"market for electricity, low voltage",GR,WEU, 3, facade , multi-Si, laminated, integrated, at building
